ID Pedido,Data,Produto,Categoria,Quantidade,Valor Unitário
1557,2026-08-29,Cadeira Gamer,Móveis,3,1200.0
1558,2026-02-27,Monitor 24p,Monitores,1,800.0
1559,2026-09-24,Monitor 24p,Monitores,1,800.0
1560,2026-04-25,Headset,Periféricos,1,250.0
1561,2026-02-23,Teclado Mecânico,Periféricos,1,350.0
1562,2026-09-09,Cadeira Gamer,Móveis,1,1200.0
1563,2026-08-19,Mouse Gamer,Periféricos,2,150.5
1564,2026-09-03,Cadeira Gamer,Móveis,1,1200.0
1565,2026-12-24,Monitor 24p,Monitores,1,800.0
1566,2026-05-23,Monitor 24p,Monitores,2,800.0
1567,2026-08-24,Cabo HDMI,Acessórios,1,25.0
1568,2026-06-24,Teclado Mecânico,Periféricos,1,350.0
1569,2026-01-30,Cabo HDMI,Acessórios,1,25.0
1570,2026-12-07,Cadeira Gamer,Móveis,1,1200.0
1571,2026-08-26,Teclado Mecânico,Periféricos,2,350.0
1572,2026-08-14,Mouse Gamer,Periféricos,2,150.5
1573,2026-10-01,Headset,Periféricos,2,250.0
1574,2026-09-27,Cadeira Gamer,Móveis,1,1200.0
1575,2026-05-14,Cabo HDMI,Acessórios,1,25.0
1576,2026-08-24,Monitor 24p,Monitores,1,800.0
1577,2026-10-18,Cadeira Gamer,Móveis,1,1200.0
1578,2026-10-04,Mouse Gamer,Periféricos,0,150.5
1579,2026-11-15,Headset,Periféricos,3,250.0
1580,2026-11-12,Cadeira Gamer,Móveis,2,1200.0
1581,2026-11-04,Mouse Gamer,Periféricos,1,150.5
1582,2026-06-21,Monitor 24p,Monitores,2,800.0
1583,2026-01-24,Monitor 24p,Monitores,1,800.0
1584,2026-09-11,Cadeira Gamer,Móveis,1,1200.0
1585,2026-04-18,Headset,Periféricos,1,250.0
1586,2026-04-28,Monitor 24p,Monitores,1,800.0
1587,2026-10-17,Cadeira Gamer,Móveis,0,1200.0
1588,2026-05-24,Headset,Periféricos,2,250.0
1589,2026-11-09,Cabo HDMI,Acessórios,1,25.0
1590,2026-09-03,Teclado Mecânico,Periféricos,1,350.0
1591,2026-10-18,Mouse Gamer,Periféricos,1,150.5
1592,2026-06-30,Teclado Mecânico,Periféricos,1,350.0
1593,2026-11-02,Mouse Gamer,Periféricos,2,150.5
1594,2026-06-22,Cadeira Gamer,Móveis,1,1200.0
1595,2026-06-10,Cadeira Gamer,Móveis,2,1200.0
1596,2026-09-17,Headset,Periféricos,1,250.0
1597,2026-04-28,Teclado Mecânico,Periféricos,2,350.0
1598,2026-10-28,Monitor 24p,Monitores,1,800.0
1599,2026-04-25,Monitor 24p,Monitores,1,800.0
1600,2026-10-12,Teclado Mecânico,Periféricos,-1,350.0
1601,2026-10-29,Cabo HDMI,Acessórios,1,25.0
1602,2026-08-31,Cadeira Gamer,Móveis,2,1200.0
1603,2026-01-31,Mouse Gamer,Periféricos,1,150.5
1604,2026-10-16,Cadeira Gamer,Móveis,1,1200.0
1605,2026-03-28,Mouse Gamer,Periféricos,1,150.5
1606,2026-05-26,Cadeira Gamer,Móveis,1,1200.0
1607,2026-01-29,Teclado Mecânico,Periféricos,1,350.0
1608,2026-11-06,Teclado Mecânico,Periféricos,0,350.0
1609,2026-07-19,Headset,Periféricos,2,250.0
1610,2026-06-05,Cadeira Gamer,Móveis,2,1200.0
1611,2026-09-21,Teclado Mecânico,Periféricos,1,350.0
1612,2026-01-28,Teclado Mecânico,Periféricos,2,350.0
1613,2026-11-22,Teclado Mecânico,Periféricos,1,350.0
1614,2026-05-20,Headset,Periféricos,1,250.0
1615,2026-04-21,Monitor 24p,Monitores,1,800.0
1616,2026-09-14,Mouse Gamer,Periféricos,2,150.5
1617,2026-12-17,Cabo HDMI,Acessórios,0,25.0
1618,2026-12-19,Cabo HDMI,Acessórios,1,25.0
1619,2026-03-18,Monitor 24p,Monitores,1,800.0
1620,2026-12-02,Teclado Mecânico,Periféricos,1,350.0
1621,2027-01-01,Teclado Mecânico,Periféricos,2,350.0
1622,2026-09-10,Mouse Gamer,Periféricos,0,150.5
1623,2026-07-13,Cadeira Gamer,Móveis,1,1200.0
1624,2026-05-26,Cadeira Gamer,Móveis,1,1200.0
1625,2026-08-19,Mouse Gamer,Periféricos,2,150.5
1626,2026-02-06,Monitor 24p,Monitores,-1,800.0
1627,2026-01-13,Cabo HDMI,Acessórios,1,25.0
1628,2026-04-24,Monitor 24p,Monitores,1,800.0
1629,2026-10-24,Mouse Gamer,Periféricos,1,150.5
1630,2026-11-15,Headset,Periféricos,1,250.0
1631,2026-04-15,Cabo HDMI,Acessórios,2,25.0
1632,2026-03-29,Teclado Mecânico,Periféricos,1,350.0
1633,2026-10-28,Cadeira Gamer,Móveis,1,1200.0
1634,2026-04-07,Cadeira Gamer,Móveis,1,1200.0
1635,2026-03-26,Headset,Periféricos,-1,250.0
1636,2026-05-08,Mouse Gamer,Periféricos,1,150.5
1637,2026-06-13,Teclado Mecânico,Periféricos,2,350.0
1638,2026-10-08,Mouse Gamer,Periféricos,1,150.5
1639,2026-11-29,Cabo HDMI,Acessórios,2,25.0
1640,2026-02-02,Headset,Periféricos,1,250.0
1641,2026-12-09,Headset,Periféricos,0,250.0
1642,2026-02-21,Teclado Mecânico,Periféricos,0,350.0
1643,2026-02-28,Headset,Periféricos,1,250.0
1644,2026-08-26,Teclado Mecânico,Periféricos,0,350.0
1645,2026-11-08,Mouse Gamer,Periféricos,-1,150.5
1646,2026-04-25,Cabo HDMI,Acessórios,1,25.0
1647,2026-11-29,Teclado Mecânico,Periféricos,1,350.0
1648,2026-10-24,Mouse Gamer,Periféricos,1,150.5
1649,2026-11-07,Mouse Gamer,Periféricos,2,150.5
1650,2026-07-31,Cadeira Gamer,Móveis,1,1200.0
1651,2026-06-19,Monitor 24p,Monitores,2,800.0
1652,2026-08-17,Monitor 24p,Monitores,0,800.0
1653,2026-10-04,Cabo HDMI,Acessórios,1,25.0
1654,2026-04-29,Cadeira Gamer,Móveis,2,1200.0
1655,2026-11-08,Headset,Periféricos,0,250.0
1656,2026-05-29,Monitor 24p,Monitores,1,800.0
1657,2026-07-17,Cadeira Gamer,Móveis,2,1200.0
1658,2026-02-15,Teclado Mecânico,Periféricos,1,350.0
1659,2026-04-11,Mouse Gamer,Periféricos,1,150.5
1660,2026-12-05,Monitor 24p,Monitores,1,800.0
1661,2026-04-03,Mouse Gamer,Periféricos,1,150.5
1662,2026-09-11,Monitor 24p,Monitores,-1,800.0
1663,2026-01-05,Mouse Gamer,Periféricos,1,150.5
1664,2026-11-10,Cadeira Gamer,Móveis,1,1200.0
1665,2026-09-17,Teclado Mecânico,Periféricos,1,350.0
1666,2026-04-01,Headset,Periféricos,1,250.0
1667,2026-01-24,Headset,Periféricos,1,250.0
1668,2026-10-19,Cabo HDMI,Acessórios,1,25.0
1669,2026-11-20,Mouse Gamer,Periféricos,3,150.5
1670,2026-06-14,Monitor 24p,Monitores,1,800.0
1671,2026-03-29,Headset,Periféricos,1,250.0
1672,2027-01-01,Teclado Mecânico,Periféricos,1,350.0
1673,2026-04-18,Mouse Gamer,Periféricos,1,150.5
1674,2026-12-23,Teclado Mecânico,Periféricos,1,350.0
1675,2026-09-18,Cabo HDMI,Acessórios,0,25.0
1676,2026-08-06,Monitor 24p,Monitores,2,800.0
1677,2026-02-08,Mouse Gamer,Periféricos,1,150.5
1678,2026-08-11,Mouse Gamer,Periféricos,3,150.5
1679,2026-04-08,Teclado Mecânico,Periféricos,1,350.0
1680,2026-09-06,Cadeira Gamer,Móveis,1,1200.0
1681,2026-11-19,Mouse Gamer,Periféricos,2,150.5
1682,2026-01-16,Mouse Gamer,Periféricos,1,150.5
1683,2026-04-17,Monitor 24p,Monitores,1,800.0
1684,2026-12-06,Monitor 24p,Monitores,1,800.0
1685,2026-11-17,Headset,Periféricos,1,250.0
1686,2026-11-26,Cadeira Gamer,Móveis,1,1200.0
1687,2026-06-20,Cabo HDMI,Acessórios,1,25.0
1688,2026-03-18,Teclado Mecânico,Periféricos,1,350.0
1689,2026-05-17,Teclado Mecânico,Periféricos,-1,350.0
1690,2026-10-07,Teclado Mecânico,Periféricos,1,350.0
1691,2026-03-26,Teclado Mecânico,Periféricos,1,350.0
1692,2026-10-01,Cabo HDMI,Acessórios,1,25.0
1693,2026-12-10,Teclado Mecânico,Periféricos,1,350.0
1694,2026-08-03,Teclado Mecânico,Periféricos,1,350.0
1695,2026-11-21,Monitor 24p,Monitores,2,800.0
1696,2026-10-09,Teclado Mecânico,Periféricos,2,350.0
1697,2026-12-20,Headset,Periféricos,2,250.0
1698,2026-11-05,Cabo HDMI,Acessórios,1,25.0
1699,2026-11-08,Cadeira Gamer,Móveis,1,1200.0
1700,2026-07-25,Monitor 24p,Monitores,2,800.0
1701,2026-01-25,Headset,Periféricos,1,250.0
1702,2026-01-06,Monitor 24p,Monitores,2,800.0
1703,2026-03-19,Cadeira Gamer,Móveis,1,1200.0
1704,2026-06-27,Teclado Mecânico,Periféricos,1,350.0
1705,2026-01-20,Cadeira Gamer,Móveis,2,1200.0
1706,2026-10-30,Cabo HDMI,Acessórios,1,25.0
1707,2026-11-30,Mouse Gamer,Periféricos,0,150.5
1708,2026-04-24,Mouse Gamer,Periféricos,1,150.5
1709,2026-04-15,Monitor 24p,Monitores,1,800.0
1710,2026-03-02,Cabo HDMI,Acessórios,1,25.0
1711,2026-04-29,Monitor 24p,Monitores,1,800.0
1712,2026-04-09,Monitor 24p,Monitores,1,800.0
1713,2026-06-15,Mouse Gamer,Periféricos,2,150.5
1714,2026-09-19,Cadeira Gamer,Móveis,1,1200.0
1715,2026-02-01,Headset,Periféricos,-1,250.0
1716,2026-11-19,Headset,Periféricos,1,250.0
1717,2026-06-21,Monitor 24p,Monitores,1,800.0
1718,2026-06-27,Monitor 24p,Monitores,1,800.0
1719,2026-12-06,Cabo HDMI,Acessórios,-1,25.0
1720,2026-01-13,Mouse Gamer,Periféricos,2,150.5
1721,2026-09-27,Mouse Gamer,Periféricos,-1,150.5
1722,2026-10-24,Mouse Gamer,Periféricos,1,150.5
1723,2026-12-18,Cadeira Gamer,Móveis,1,1200.0
1724,2026-08-21,Teclado Mecânico,Periféricos,1,350.0
1725,2026-10-09,Monitor 24p,Monitores,0,800.0
1726,2026-07-05,Mouse Gamer,Periféricos,0,150.5
1727,2026-04-19,Cabo HDMI,Acessórios,3,25.0
1728,2026-07-14,Cadeira Gamer,Móveis,1,1200.0
1729,2026-12-27,Monitor 24p,Monitores,1,800.0
1730,2026-11-22,Mouse Gamer,Periféricos,1,150.5
1731,2026-04-07,Teclado Mecânico,Periféricos,1,350.0
1732,2026-03-01,Monitor 24p,Monitores,1,800.0
1733,2026-12-03,Monitor 24p,Monitores,1,800.0
1734,2026-07-15,Teclado Mecânico,Periféricos,1,350.0
1735,2026-07-07,Cadeira Gamer,Móveis,-1,1200.0
1736,2026-03-04,Headset,Periféricos,1,250.0
1737,2026-01-23,Monitor 24p,Monitores,1,800.0
1738,2026-06-09,Headset,Periféricos,1,250.0
1739,2026-07-18,Teclado Mecânico,Periféricos,2,350.0
1740,2026-05-12,Mouse Gamer,Periféricos,1,150.5
1741,2026-08-31,Headset,Periféricos,2,250.0
1742,2026-07-05,Monitor 24p,Monitores,1,800.0
1743,2026-08-19,Monitor 24p,Monitores,2,800.0
1744,2026-11-08,Teclado Mecânico,Periféricos,-1,350.0
1745,2026-11-03,Cabo HDMI,Acessórios,2,25.0
1746,2026-11-25,Mouse Gamer,Periféricos,2,150.5
1747,2026-04-28,Cadeira Gamer,Móveis,1,1200.0
1748,2026-06-01,Cadeira Gamer,Móveis,2,1200.0
1749,2026-01-25,Teclado Mecânico,Periféricos,1,350.0
1750,2026-04-07,Headset,Periféricos,1,250.0
1751,2026-01-18,Teclado Mecânico,Periféricos,1,350.0
1752,2026-12-18,Cabo HDMI,Acessórios,1,25.0
1753,2026-02-21,Cabo HDMI,Acessórios,1,25.0
1754,2026-04-29,Monitor 24p,Monitores,1,800.0
1755,2026-06-24,Teclado Mecânico,Periféricos,0,350.0
1756,2026-12-12,Monitor 24p,Monitores,1,800.0
1757,2026-04-08,Cadeira Gamer,Móveis,1,1200.0
1758,2026-05-25,Cabo HDMI,Acessórios,2,25.0
1759,2026-04-13,Mouse Gamer,Periféricos,1,150.5
1760,2026-02-16,Teclado Mecânico,Periféricos,2,350.0
1761,2026-11-15,Mouse Gamer,Periféricos,1,150.5
1762,2026-11-22,Cabo HDMI,Acessórios,2,25.0
1763,2026-11-01,Headset,Periféricos,1,250.0
1764,2026-10-17,Mouse Gamer,Periféricos,1,150.5
1765,2026-09-01,Cabo HDMI,Acessórios,3,25.0
1766,2026-09-25,Cabo HDMI,Acessórios,1,25.0
1767,2026-09-01,Cabo HDMI,Acessórios,-1,25.0
1768,2026-05-11,Cabo HDMI,Acessórios,1,25.0
1769,2026-09-29,Mouse Gamer,Periféricos,1,150.5
1770,2026-03-13,Headset,Periféricos,1,250.0
1771,2026-12-19,Headset,Periféricos,1,250.0
1772,2026-12-31,Monitor 24p,Monitores,1,800.0
1773,2026-01-18,Cabo HDMI,Acessórios,2,25.0
1774,2026-12-22,Cadeira Gamer,Móveis,1,1200.0
1775,2026-11-19,Monitor 24p,Monitores,1,800.0
1776,2026-03-02,Headset,Periféricos,1,250.0
1777,2026-01-26,Mouse Gamer,Periféricos,1,150.5
1778,2026-04-15,Mouse Gamer,Periféricos,-1,150.5
1779,2026-01-22,Teclado Mecânico,Periféricos,-1,350.0
1780,2026-01-12,Cadeira Gamer,Móveis,1,1200.0
1781,2026-07-08,Headset,Periféricos,1,250.0
1782,2026-03-07,Teclado Mecânico,Periféricos,1,350.0
1783,2026-01-06,Cabo HDMI,Acessórios,-1,25.0
1784,2026-04-20,Cabo HDMI,Acessórios,1,25.0
1785,2026-02-12,Monitor 24p,Monitores,1,800.0
1786,2026-12-22,Mouse Gamer,Periféricos,2,150.5
1787,2026-11-26,Headset,Periféricos,1,250.0
1788,2026-02-09,Monitor 24p,Monitores,1,800.0
1789,2026-02-06,Mouse Gamer,Periféricos,1,150.5
1790,2026-08-11,Monitor 24p,Monitores,1,800.0
1791,2026-05-14,Headset,Periféricos,2,250.0
1792,2026-04-11,Mouse Gamer,Periféricos,2,150.5
1793,2026-03-30,Monitor 24p,Monitores,1,800.0
1794,2026-08-06,Teclado Mecânico,Periféricos,1,350.0
1795,2026-06-11,Cadeira Gamer,Móveis,1,1200.0
1796,2026-08-16,Headset,Periféricos,1,250.0
1797,2026-07-22,Teclado Mecânico,Periféricos,2,350.0
1798,2026-06-01,Teclado Mecânico,Periféricos,1,350.0
1799,2026-03-29,Mouse Gamer,Periféricos,1,150.5
1800,2026-08-25,Cabo HDMI,Acessórios,3,25.0
1801,2026-01-19,Cadeira Gamer,Móveis,1,1200.0
1802,2026-05-14,Mouse Gamer,Periféricos,1,150.5
1803,2026-07-25,Mouse Gamer,Periféricos,-1,150.5
1804,2026-10-11,Headset,Periféricos,1,250.0
1805,2026-03-26,Cadeira Gamer,Móveis,1,1200.0
1806,2026-02-14,Cabo HDMI,Acessórios,1,25.0
1807,2026-09-05,Mouse Gamer,Periféricos,1,150.5
1808,2026-02-17,Cabo HDMI,Acessórios,1,25.0
1809,2026-05-26,Cabo HDMI,Acessórios,2,25.0
1810,2026-04-08,Mouse Gamer,Periféricos,1,150.5
1811,2026-01-22,Cabo HDMI,Acessórios,3,25.0
1812,2026-03-06,Headset,Periféricos,3,250.0
1813,2026-09-27,Cabo HDMI,Acessórios,0,25.0
1814,2026-02-09,Monitor 24p,Monitores,1,800.0
1815,2026-06-08,Teclado Mecânico,Periféricos,1,350.0
1816,2026-03-04,Mouse Gamer,Periféricos,3,150.5
1817,2026-05-29,Mouse Gamer,Periféricos,1,150.5
1818,2026-11-28,Cabo HDMI,Acessórios,1,25.0
1819,2026-02-23,Monitor 24p,Monitores,1,800.0
1820,2026-04-19,Headset,Periféricos,0,250.0
1821,2026-12-27,Cadeira Gamer,Móveis,1,1200.0
1822,2026-10-10,Cadeira Gamer,Móveis,1,1200.0
1823,2026-03-02,Headset,Periféricos,1,250.0
1824,2026-05-02,Cadeira Gamer,Móveis,1,1200.0
1825,2026-09-08,Headset,Periféricos,1,250.0
1826,2026-12-10,Monitor 24p,Monitores,2,800.0
1827,2026-12-12,Cadeira Gamer,Móveis,-1,1200.0
1828,2026-04-28,Cadeira Gamer,Móveis,1,1200.0
1829,2026-07-21,Headset,Periféricos,2,250.0
1830,2026-02-13,Cadeira Gamer,Móveis,2,1200.0
1831,2026-09-23,Cadeira Gamer,Móveis,-1,1200.0
1832,2026-12-09,Monitor 24p,Monitores,0,800.0
1833,2026-05-04,Teclado Mecânico,Periféricos,3,350.0
1834,2026-06-03,Headset,Periféricos,-1,250.0
1835,2026-10-18,Cabo HDMI,Acessórios,1,25.0
1836,2026-05-14,Teclado Mecânico,Periféricos,1,350.0
1837,2026-08-08,Monitor 24p,Monitores,1,800.0
1838,2026-06-15,Cabo HDMI,Acessórios,1,25.0
1839,2026-11-19,Headset,Periféricos,1,250.0
1840,2026-01-23,Mouse Gamer,Periféricos,1,150.5
1841,2026-03-25,Teclado Mecânico,Periféricos,1,350.0
1842,2026-05-16,Cadeira Gamer,Móveis,1,1200.0
1843,2026-05-12,Teclado Mecânico,Periféricos,1,350.0
1844,2026-11-19,Headset,Periféricos,1,250.0
1845,2026-08-07,Mouse Gamer,Periféricos,3,150.5
1846,2026-03-05,Teclado Mecânico,Periféricos,2,350.0
1847,2026-08-14,Cadeira Gamer,Móveis,1,1200.0
1848,2026-10-05,Teclado Mecânico,Periféricos,1,350.0
1849,2026-11-06,Headset,Periféricos,1,250.0
1850,2026-09-22,Cadeira Gamer,Móveis,1,1200.0
1851,2026-09-27,Mouse Gamer,Periféricos,1,150.5
1852,2026-06-15,Cabo HDMI,Acessórios,1,25.0
1853,2026-10-30,Mouse Gamer,Periféricos,2,150.5
1854,2026-08-03,Cabo HDMI,Acessórios,1,25.0
1855,2026-07-12,Cabo HDMI,Acessórios,1,25.0
1856,2026-05-01,Headset,Periféricos,1,250.0
1857,2026-11-17,Teclado Mecânico,Periféricos,2,350.0
1858,2026-08-03,Mouse Gamer,Periféricos,1,150.5
1859,2026-09-19,Monitor 24p,Monitores,1,800.0
1860,2026-03-21,Cabo HDMI,Acessórios,1,25.0
1861,2026-05-11,Headset,Periféricos,1,250.0
1862,2026-06-15,Headset,Periféricos,1,250.0
1863,2026-08-07,Monitor 24p,Monitores,1,800.0
1864,2026-08-25,Mouse Gamer,Periféricos,1,150.5
1865,2026-07-13,Teclado Mecânico,Periféricos,1,350.0
1866,2026-08-22,Cadeira Gamer,Móveis,1,1200.0
1867,2026-08-22,Cadeira Gamer,Móveis,2,1200.0
1868,2026-06-13,Teclado Mecânico,Periféricos,2,350.0
1869,2026-02-27,Teclado Mecânico,Periféricos,1,350.0
1870,2026-08-03,Headset,Periféricos,1,250.0
1871,2026-10-19,Mouse Gamer,Periféricos,1,150.5
1872,2026-01-11,Cabo HDMI,Acessórios,-1,25.0
1873,2026-09-09,Headset,Periféricos,1,250.0
1874,2026-12-15,Cabo HDMI,Acessórios,2,25.0
1875,2026-11-16,Monitor 24p,Monitores,1,800.0
1876,2026-05-14,Cadeira Gamer,Móveis,3,1200.0
1877,2026-09-06,Cabo HDMI,Acessórios,1,25.0
1878,2026-10-02,Cabo HDMI,Acessórios,-1,25.0
1879,2026-07-28,Teclado Mecânico,Periféricos,1,350.0
1880,2026-11-23,Teclado Mecânico,Periféricos,1,350.0
1881,2026-10-11,Cadeira Gamer,Móveis,-1,1200.0
1882,2026-05-16,Cadeira Gamer,Móveis,2,1200.0
1883,2026-08-24,Mouse Gamer,Periféricos,3,150.5
1884,2026-03-04,Teclado Mecânico,Periféricos,1,350.0
1885,2026-04-22,Teclado Mecânico,Periféricos,3,350.0
1886,2026-05-10,Cadeira Gamer,Móveis,1,1200.0
1887,2026-08-18,Mouse Gamer,Periféricos,1,150.5
1888,2026-01-18,Cadeira Gamer,Móveis,1,1200.0
1889,2026-11-24,Cadeira Gamer,Móveis,1,1200.0
1890,2026-05-02,Monitor 24p,Monitores,1,800.0
1891,2026-09-08,Mouse Gamer,Periféricos,-1,150.5
1892,2026-12-05,Cadeira Gamer,Móveis,1,1200.0
1893,2026-04-23,Cabo HDMI,Acessórios,1,25.0
1894,2026-06-18,Cabo HDMI,Acessórios,1,25.0
1895,2026-02-14,Cabo HDMI,Acessórios,1,25.0
1896,2026-01-12,Cabo HDMI,Acessórios,1,25.0
1897,2026-07-05,Cabo HDMI,Acessórios,1,25.0
1898,2026-11-05,Mouse Gamer,Periféricos,1,150.5
1899,2026-11-16,Cadeira Gamer,Móveis,1,1200.0
1900,2026-02-12,Cabo HDMI,Acessórios,1,25.0
1901,2026-12-04,Mouse Gamer,Periféricos,1,150.5
1902,2026-09-12,Cadeira Gamer,Móveis,-1,1200.0
1903,2026-03-14,Mouse Gamer,Periféricos,1,150.5
1904,2026-05-25,Headset,Periféricos,1,250.0
1905,2026-12-01,Monitor 24p,Monitores,1,800.0
1906,2026-05-04,Headset,Periféricos,1,250.0
1907,2026-02-23,Cadeira Gamer,Móveis,1,1200.0
1908,2026-02-21,Teclado Mecânico,Periféricos,1,350.0
1909,2026-06-06,Cadeira Gamer,Móveis,2,1200.0
1910,2026-08-11,Cadeira Gamer,Móveis,1,1200.0
1911,2026-01-17,Mouse Gamer,Periféricos,1,150.5
1912,2026-05-27,Cabo HDMI,Acessórios,1,25.0
1913,2026-05-18,Teclado Mecânico,Periféricos,1,350.0
1914,2026-04-08,Monitor 24p,Monitores,1,800.0
1915,2026-01-10,Teclado Mecânico,Periféricos,1,350.0
1916,2026-03-28,Cabo HDMI,Acessórios,0,25.0
1917,2026-08-07,Teclado Mecânico,Periféricos,1,350.0
1918,2026-12-07,Monitor 24p,Monitores,2,800.0
1919,2026-05-19,Mouse Gamer,Periféricos,1,150.5
1920,2026-08-12,Mouse Gamer,Periféricos,1,150.5
1921,2026-04-16,Monitor 24p,Monitores,0,800.0
1922,2026-03-01,Cabo HDMI,Acessórios,1,25.0
1923,2026-01-14,Teclado Mecânico,Periféricos,3,350.0
1924,2026-05-28,Teclado Mecânico,Periféricos,1,350.0
1925,2026-03-09,Cadeira Gamer,Móveis,2,1200.0
1926,2026-09-23,Mouse Gamer,Periféricos,1,150.5
1927,2026-07-23,Mouse Gamer,Periféricos,1,150.5
1928,2026-05-17,Mouse Gamer,Periféricos,1,150.5
1929,2026-05-21,Headset,Periféricos,1,250.0
1930,2026-11-20,Headset,Periféricos,1,250.0
1931,2026-09-19,Teclado Mecânico,Periféricos,-1,350.0
1932,2026-03-15,Cabo HDMI,Acessórios,-1,25.0
1933,2026-10-03,Cadeira Gamer,Móveis,1,1200.0
1934,2026-04-29,Teclado Mecânico,Periféricos,1,350.0
1935,2026-11-15,Cabo HDMI,Acessórios,1,25.0
1936,2026-06-03,Monitor 24p,Monitores,1,800.0
1937,2026-08-21,Mouse Gamer,Periféricos,1,150.5
1938,2026-12-02,Headset,Periféricos,2,250.0
1939,2026-05-30,Monitor 24p,Monitores,1,800.0
1940,2026-05-20,Mouse Gamer,Periféricos,1,150.5
1941,2026-08-10,Monitor 24p,Monitores,1,800.0
1942,2026-10-29,Mouse Gamer,Periféricos,3,150.5
1943,2026-05-04,Cabo HDMI,Acessórios,1,25.0
1944,2026-10-05,Cadeira Gamer,Móveis,1,1200.0
1945,2026-12-31,Teclado Mecânico,Periféricos,1,350.0
1946,2026-09-22,Teclado Mecânico,Periféricos,1,350.0
1947,2026-09-16,Cabo HDMI,Acessórios,1,25.0
1948,2026-12-20,Teclado Mecânico,Periféricos,-1,350.0
1949,2026-02-27,Headset,Periféricos,0,250.0
1950,2026-12-19,Teclado Mecânico,Periféricos,1,350.0
1951,2026-01-17,Headset,Periféricos,1,250.0
1952,2026-06-11,Teclado Mecânico,Periféricos,2,350.0
1953,2026-11-03,Cadeira Gamer,Móveis,1,1200.0
1954,2026-12-27,Headset,Periféricos,1,250.0
1955,2026-01-28,Cadeira Gamer,Móveis,1,1200.0
1956,2026-12-31,Teclado Mecânico,Periféricos,0,350.0
1957,2026-03-28,Monitor 24p,Monitores,0,800.0
1958,2026-07-04,Monitor 24p,Monitores,1,800.0
1959,2026-06-15,Cadeira Gamer,Móveis,2,1200.0
1960,2026-06-09,Cadeira Gamer,Móveis,1,1200.0
1961,2026-01-10,Monitor 24p,Monitores,1,800.0
1962,2026-05-01,Headset,Periféricos,2,250.0
1963,2026-02-02,Teclado Mecânico,Periféricos,1,350.0
1964,2026-10-31,Mouse Gamer,Periféricos,1,150.5
1965,2026-12-30,Mouse Gamer,Periféricos,1,150.5
1966,2026-03-08,Teclado Mecânico,Periféricos,1,350.0
1967,2026-11-05,Cadeira Gamer,Móveis,1,1200.0
1968,2026-07-25,Cabo HDMI,Acessórios,1,25.0
1969,2026-03-14,Cadeira Gamer,Móveis,2,1200.0
1970,2026-12-28,Cadeira Gamer,Móveis,1,1200.0
1971,2026-01-21,Monitor 24p,Monitores,1,800.0
1972,2026-04-23,Monitor 24p,Monitores,2,800.0
1973,2026-10-14,Mouse Gamer,Periféricos,3,150.5
1974,2026-06-04,Cadeira Gamer,Móveis,2,1200.0
1975,2026-01-11,Cadeira Gamer,Móveis,1,1200.0
1976,2026-12-27,Headset,Periféricos,2,250.0
1977,2026-09-20,Cadeira Gamer,Móveis,0,1200.0
1978,2026-11-03,Cabo HDMI,Acessórios,3,25.0
1979,2026-11-15,Cabo HDMI,Acessórios,1,25.0
1980,2026-04-03,Cabo HDMI,Acessórios,1,25.0
1981,2026-02-23,Cadeira Gamer,Móveis,1,1200.0
1982,2026-06-06,Cadeira Gamer,Móveis,2,1200.0
1983,2026-04-19,Headset,Periféricos,1,250.0
1984,2026-01-21,Headset,Periféricos,1,250.0
1985,2026-11-11,Headset,Periféricos,1,250.0
1986,2026-08-06,Mouse Gamer,Periféricos,1,150.5
1987,2026-09-03,Headset,Periféricos,-1,250.0
1988,2026-01-31,Cadeira Gamer,Móveis,-1,1200.0
1989,2026-06-16,Mouse Gamer,Periféricos,1,150.5
1990,2026-12-21,Headset,Periféricos,0,250.0
1991,2026-11-12,Monitor 24p,Monitores,1,800.0
1992,2026-06-22,Monitor 24p,Monitores,1,800.0
1993,2026-06-12,Cabo HDMI,Acessórios,1,25.0
1994,2026-09-14,Cadeira Gamer,Móveis,1,1200.0
1995,2026-10-01,Headset,Periféricos,2,250.0
1996,2026-07-25,Mouse Gamer,Periféricos,0,150.5
1997,2026-12-01,Cadeira Gamer,Móveis,0,1200.0
1998,2026-03-27,Cadeira Gamer,Móveis,1,1200.0
1999,2026-06-20,Headset,Periféricos,1,250.0
2000,2026-06-22,Headset,Periféricos,2,250.0
2001,2026-12-07,Teclado Mecânico,Periféricos,1,350.0
2002,2026-03-03,Cadeira Gamer,Móveis,1,1200.0
2003,2026-07-01,Mouse Gamer,Periféricos,-1,150.5
2004,2026-03-01,Monitor 24p,Monitores,1,800.0
2005,2026-08-01,Monitor 24p,Monitores,1,800.0
2006,2026-12-14,Cadeira Gamer,Móveis,1,1200.0
2007,2026-07-07,Teclado Mecânico,Periféricos,1,350.0
2008,2026-06-28,Headset,Periféricos,1,250.0
2009,2026-10-17,Monitor 24p,Monitores,1,800.0
2010,2026-10-10,Teclado Mecânico,Periféricos,3,350.0
2011,2026-05-30,Cabo HDMI,Acessórios,1,25.0
2012,2026-03-28,Mouse Gamer,Periféricos,1,150.5
2013,2026-05-19,Teclado Mecânico,Periféricos,1,350.0
2014,2026-10-10,Teclado Mecânico,Periféricos,1,350.0
2015,2026-01-25,Headset,Periféricos,0,250.0
